fov,gene,count
X13_Y10,Nr4a2,6
X13_Y10,Pdlim1,5
X13_Y10,Plpp4,1
X13_Y10,Pou3f1,4
X13_Y10,Prss23,3
X13_Y10,Reln,6
X13_Y10,Rorb,3
X13_Y10,Rprml,4
X13_Y10,Spon1,13
X13_Y10,Sstr1,7
X13_Y10,Tgtp1,1
X13_Y10,Thsd7a,2
X13_Y10,Zdhhc12,1
X13_Y10,Zfpm2,1
X13_Y10,invalid,648
X13_Y11,Adra1b,72
X13_Y11,Atp1a2,14
X13_Y11,Atp2b4,54
X13_Y11,Bcl11b,76
X13_Y11,Car2,5
X13_Y11,Car4,4
X13_Y11,Cdh20,1
X13_Y11,Cdh9,15
X13_Y11,Coch,1
X13_Y11,Col12a1,1
X13_Y11,Crh,1
X13_Y11,Cryab,10
X13_Y11,Crym,10
X13_Y11,Cux2,17
X13_Y11,Dlx6os1,5
X13_Y11,Flt1,26
X13_Y11,Foxp2,2
X13_Y11,Gapdh,526
X13_Y11,Grin3a,49
X13_Y11,Igfbp7,1
X13_Y11,Inpp4b,12
X13_Y11,Itm2a,4
X13_Y11,Lgals1,1
X13_Y11,Luzp2,22
X13_Y11,Lypd1,20
X13_Y11,Nell1,4
X13_Y11,Npy,7
X13_Y11,Nr4a2,12
X13_Y11,Nxph1,5
X13_Y11,Pdlim1,4
X13_Y11,Penk,12
X13_Y11,Pld5,1
X13_Y11,Prss23,3
X13_Y11,Reln,6
X13_Y11,Rorb,26
X13_Y11,Rprml,14
X13_Y11,Spon1,45
X13_Y11,Sstr1,33
X13_Y11,Tgtp1,1
X13_Y11,Thsd7a,6
X13_Y11,Tmem163,3
X13_Y11,Zdhhc12,1
X13_Y11,Zfpm2,1
X13_Y11,invalid,595
X13_Y12,Adra1b,48
X13_Y12,Atp1a2,16
X13_Y12,Atp2b4,32
X13_Y12,Bcl11b,82
X13_Y12,Car2,4
X13_Y12,Cdh20,1
X13_Y12,Cdh9,12
X13_Y12,Coch,3
X13_Y12,Col12a1,2
X13_Y12,Cryab,11
X13_Y12,Crym,6
X13_Y12,Cux2,14
X13_Y12,Dlx6os1,2
X13_Y12,Flt1,13
X13_Y12,Foxp2,6
X13_Y12,Gapdh,504
X13_Y12,Grin3a,41
X13_Y12,Inpp4b,12
X13_Y12,Itm2a,3
X13_Y12,Luzp2,11
X13_Y12,Lypd1,14
X13_Y12,Nell1,3
X13_Y12,Npy,4
X13_Y12,Nr4a2,12
X13_Y12,Nxph1,2
X13_Y12,Penk,14
X13_Y12,Pou3f1,1
X13_Y12,Prss23,3
X13_Y12,Reln,4
X13_Y12,Rorb,23
X13_Y12,Rprml,13
X13_Y12,Spon1,29
X13_Y12,Sstr1,17
X13_Y12,Thsd7a,6
X13_Y12,Tmem163,2
X13_Y12,Zdhhc12,2
X13_Y12,invalid,988
X13_Y13,Adra1b,25
X13_Y13,Atp1a2,17
X13_Y13,Atp2b4,24
X13_Y13,Bcl11b,86
X13_Y13,Car2,6
X13_Y13,Car4,4
X13_Y13,Cdh20,2
X13_Y13,Cdh9,18
X13_Y13,Chn2,2
X13_Y13,Coch,5
X13_Y13,Cryab,5
X13_Y13,Crym,3
X13_Y13,Cux2,9
X13_Y13,Dlx6os1,9
X13_Y13,Flt1,14
X13_Y13,Foxp2,4
X13_Y13,Gapdh,543
X13_Y13,Grin3a,45
X13_Y13,Igfbp7,4
X13_Y13,Inpp4b,16
X13_Y13,Itm2a,1
X13_Y13,Lgals1,2
X13_Y13,Luzp2,16
X13_Y13,Lypd1,13
X13_Y13,Nek7,1
X13_Y13,Nell1,2
X13_Y13,Npy,8
X13_Y13,Nr4a2,10
X13_Y13,Penk,22
X13_Y13,Pld5,1
X13_Y13,Pou3f1,2
X13_Y13,Prss23,3
X13_Y13,Reln,8
X13_Y13,Rorb,13
X13_Y13,Rprml,10
X13_Y13,Spon1,18
X13_Y13,Sstr1,15
X13_Y13,Tgtp1,1
X13_Y13,Thsd7a,3
X13_Y13,Tmem163,3
X13_Y13,Zdhhc12,2
X13_Y13,invalid,693
X13_Y14,Adra1b,37
X13_Y14,Atp1a2,12
X13_Y14,Atp2b4,19
X13_Y14,Bcl11b,42
X13_Y14,Car2,7
X13_Y14,Car4,6
X13_Y14,Cdh20,2
X13_Y14,Cdh9,10
X13_Y14,Chn2,5
X13_Y14,Coch,3
X13_Y14,Col12a1,5
X13_Y14,Cryab,3
X13_Y14,Crym,2
X13_Y14,Cux2,14
X13_Y14,Dlx6os1,4
X13_Y14,Flt1,16
X13_Y14,Foxp2,3
X13_Y14,Gapdh,299
X13_Y14,Grin3a,14
X13_Y14,Igfbp7,3
X13_Y14,Inpp4b,8
X13_Y14,Itm2a,3
X13_Y14,Lgals1,2
X13_Y14,Luzp2,10
X13_Y14,Lypd1,5
X13_Y14,Nek7,1
X13_Y14,Nell1,2
X13_Y14,Npy,4
X13_Y14,Nr4a2,7
X13_Y14,Nxph1,3
X13_Y14,Pdlim1,2
X13_Y14,Penk,33
X13_Y14,Pld5,1
X13_Y14,Plpp4,1
X13_Y14,Pou3f1,2
X13_Y14,Prss23,1
X13_Y14,Reln,2
X13_Y14,Rorb,11
X13_Y14,Rprml,8
X13_Y14,Spon1,7
X13_Y14,Sstr1,20
X13_Y14,Tgtp1,2
X13_Y14,Thsd7a,3
X13_Y14,Tmem163,2
X13_Y14,Zdhhc12,2
X13_Y14,Zfpm2,1
X13_Y14,invalid,877
X13_Y15,Adra1b,29
X13_Y15,Atp1a2,118
X13_Y15,Atp2b4,2
X13_Y15,Bcl11b,9
X13_Y15,Car2,1
X13_Y15,Car4,5
X13_Y15,Cdh20,1
X13_Y15,Cdh9,1
X13_Y15,Chn2,1
X13_Y15,Coch,4
X13_Y15,Col12a1,3
X13_Y15,Cryab,14
X13_Y15,Crym,1
X13_Y15,Cux2,8
X13_Y15,Dlx6os1,3
X13_Y15,Flt1,24
X13_Y15,Foxp2,4
X13_Y15,Gapdh,113
X13_Y15,Grin3a,4
X13_Y15,Igf1,1
X13_Y15,Igfbp7,5
X13_Y15,Itm2a,4
X13_Y15,Lgals1,10
X13_Y15,Luzp2,9
X13_Y15,Lypd1,3
X13_Y15,Nek7,8
X13_Y15,Nr4a2,2
X13_Y15,Nxph1,1
X13_Y15,Pdlim1,1
X13_Y15,Penk,2
X13_Y15,Pld5,1
X13_Y15,Pou3f1,3
X13_Y15,Prss23,5
X13_Y15,Reln,8
X13_Y15,Rorb,8
X13_Y15,Rprml,1
X13_Y15,Spon1,3
X13_Y15,Sstr1,9
X13_Y15,Tgtp1,6
X13_Y15,Thsd7a,3
X13_Y15,Zdhhc12,1
X13_Y15,invalid,447
X13_Y2,Adra1b,55
X13_Y2,Atp1a2,4
X13_Y2,Atp2b4,18
X13_Y2,Bcl11b,17
X13_Y2,Car2,3
X13_Y2,Car4,2
X13_Y2,Cdh20,1
X13_Y2,Cdh9,4
X13_Y2,Chn2,2
X13_Y2,Coch,4
X13_Y2,Col12a1,3
X13_Y2,Cryab,3
X13_Y2,Crym,1
X13_Y2,Cux2,45
X13_Y2,Flt1,5
X13_Y2,Foxp2,2
X13_Y2,Gapdh,244
X13_Y2,Igf1,2
X13_Y2,Igfbp7,1
X13_Y2,Inpp4b,2
X13_Y2,Itm2a,1
X13_Y2,Lgals1,2
X13_Y2,Luzp2,5
X13_Y2,Lypd1,1
X13_Y2,Nek7,1
X13_Y2,Nell1,4
X13_Y2,Npy,6
X13_Y2,Nxph1,1
X13_Y2,Pdlim1,1
X13_Y2,Pld5,1
X13_Y2,Pou3f1,5
X13_Y2,Prss23,2
X13_Y2,Reln,6
X13_Y2,Rorb,7
X13_Y2,Rprml,9
X13_Y2,Spon1,6
X13_Y2,Sstr1,9
X13_Y2,Thsd7a,1
X13_Y2,Zdhhc12,3
X13_Y2,invalid,535
X13_Y3,Adra1b,90
X13_Y3,Atp1a2,12
X13_Y3,Atp2b4,14
X13_Y3,Bcl11b,49
X13_Y3,Car2,4
X13_Y3,Car4,6
X13_Y3,Cdh9,10
X13_Y3,Chn2,3
X13_Y3,Coch,3
X13_Y3,Col12a1,2
X13_Y3,Crh,1
X13_Y3,Cryab,16
X13_Y3,Crym,4
X13_Y3,Cux2,5
X13_Y3,Dlx6os1,2
X13_Y3,Flt1,12
X13_Y3,Foxp2,2
X13_Y3,Gapdh,231
X13_Y3,Grin3a,7
X13_Y3,Igf1,1
X13_Y3,Igfbp7,1
X13_Y3,Inpp4b,4
X13_Y3,Lgals1,3
X13_Y3,Luzp2,10
X13_Y3,Lypd1,8
X13_Y3,Nek7,1
X13_Y3,Npy,3
X13_Y3,Nr4a2,2
X13_Y3,Pdlim1,3
X13_Y3,Penk,6
X13_Y3,Pld5,1
X13_Y3,Pou3f1,10
X13_Y3,Prss23,1
X13_Y3,Reln,2
X13_Y3,Rorb,5
X13_Y3,Rprml,10
X13_Y3,Spon1,10
X13_Y3,Sstr1,17
X13_Y3,Thsd7a,3
X13_Y3,Tmem163,5
X13_Y3,invalid,449
X13_Y4,Adra1b,72
X13_Y4,Atp1a2,9
X13_Y4,Atp2b4,46
X13_Y4,Bcl11b,37
X13_Y4,Car2,2
X13_Y4,Car4,1
X13_Y4,Cdh20,2
X13_Y4,Cdh9,1
X13_Y4,Chn2,3
X13_Y4,Col12a1,7
X13_Y4,Crh,3
X13_Y4,Cryab,2
X13_Y4,Crym,7
X13_Y4,Cux2,14
X13_Y4,Dlx6os1,1
X13_Y4,Flt1,6
X13_Y4,Foxp2,8
X13_Y4,Gapdh,225
X13_Y4,Grin3a,6
X13_Y4,Igfbp7,1
X13_Y4,Inpp4b,6
X13_Y4,Itm2a,1
X13_Y4,Lgals1,3
X13_Y4,Luzp2,3
X13_Y4,Lypd1,7
X13_Y4,Nell1,1
X13_Y4,Npy,5
X13_Y4,Nr4a2,1
X13_Y4,Nxph1,6
X13_Y4,Pld5,1
X13_Y4,Plpp4,1
X13_Y4,Pou3f1,5
X13_Y4,Prss23,2
X13_Y4,Reln,3
X13_Y4,Rorb,1
X13_Y4,Rprml,6
X13_Y4,Spon1,19
X13_Y4,Sstr1,12
X13_Y4,Tmem163,1
X13_Y4,Vwc2,1
X13_Y4,Zdhhc12,3
X13_Y4,Zfpm2,5
X13_Y4,invalid,502
X13_Y5,Adra1b,66
X13_Y5,Atp1a2,15
X13_Y5,Atp2b4,38
X13_Y5,Bcl11b,55
X13_Y5,Car2,1
X13_Y5,Car4,2
X13_Y5,Cdh20,1
X13_Y5,Cdh9,8
X13_Y5,Chn2,1
X13_Y5,Col12a1,13
X13_Y5,Crh,3
X13_Y5,Cryab,22
X13_Y5,Crym,6
X13_Y5,Cux2,12
X13_Y5,Flt1,14
X13_Y5,Foxp2,15
X13_Y5,Gapdh,323
X13_Y5,Grin3a,3
X13_Y5,Igfbp7,1
X13_Y5,Inpp4b,1
X13_Y5,Itm2a,1
X13_Y5,Lgals1,1
X13_Y5,Luzp2,7
X13_Y5,Lypd1,7
X13_Y5,Nek7,3
X13_Y5,Npy,5
X13_Y5,Nr4a2,3
X13_Y5,Pdlim1,4
X13_Y5,Penk,4
X13_Y5,Pld5,1
X13_Y5,Plpp4,1
X13_Y5,Pou3f1,2
X13_Y5,Prss23,6
X13_Y5,Reln,8
X13_Y5,Rorb,9
X13_Y5,Rprml,8
X13_Y5,Spon1,17
X13_Y5,Sstr1,17
X13_Y5,Thsd7a,1
X13_Y5,Tmem163,1
X13_Y5,Vwc2,1
X13_Y5,Zfpm2,13
X13_Y5,invalid,391
X13_Y6,Adra1b,25
X13_Y6,Atp1a2,5
X13_Y6,Atp2b4,36
X13_Y6,Bcl11b,36
X13_Y6,Car2,5
X13_Y6,Cdh9,5
X13_Y6,Chn2,2
X13_Y6,Coch,1
X13_Y6,Col12a1,16
X13_Y6,Crh,2
X13_Y6,Cryab,8
X13_Y6,Crym,1
X13_Y6,Cux2,10
X13_Y6,Flt1,10
X13_Y6,Foxp2,12
X13_Y6,Gapdh,157
X13_Y6,Grin3a,5
X13_Y6,Igfbp7,3
X13_Y6,Inpp4b,4
X13_Y6,Itm2a,1
X13_Y6,Lgals1,1
X13_Y6,Luzp2,3
X13_Y6,Lypd1,1
X13_Y6,Npy,6
X13_Y6,Nr4a2,1
X13_Y6,Nxph1,1
X13_Y6,Pdlim1,1
X13_Y6,Penk,2
X13_Y6,Pou3f1,1
X13_Y6,Prss23,1
X13_Y6,Reln,1
X13_Y6,Rorb,4
X13_Y6,Rprml,5
X13_Y6,Spon1,13
X13_Y6,Sstr1,8
X13_Y6,Tgtp1,2
X13_Y6,Thsd7a,1
X13_Y6,Zdhhc12,2
X13_Y6,Zfp804b,1
X13_Y6,Zfpm2,5
X13_Y6,invalid,572
X13_Y7,Adra1b,83
X13_Y7,Atp1a2,12
X13_Y7,Atp2b4,44
X13_Y7,Bcl11b,40
X13_Y7,Car4,7
X13_Y7,Cdh20,4
X13_Y7,Cdh9,3
X13_Y7,Chn2,5
X13_Y7,Col12a1,29
X13_Y7,Crh,1
X13_Y7,Cryab,21
X13_Y7,Crym,4
X13_Y7,Cux2,3
X13_Y7,Dlx6os1,3
X13_Y7,Flt1,13
X13_Y7,Foxp2,6
X13_Y7,Gapdh,330
X13_Y7,Grin3a,11
X13_Y7,Igfbp7,2
X13_Y7,Inpp4b,2
X13_Y7,Itm2a,2
X13_Y7,Lgals1,1
X13_Y7,Luzp2,6
X13_Y7,Lypd1,4
X13_Y7,Nek7,3
X13_Y7,Npy,22
X13_Y7,Nr4a2,5
X13_Y7,Nxph1,6
X13_Y7,Pdlim1,4
X13_Y7,Penk,5
X13_Y7,Pou3f1,1
X13_Y7,Prss23,3
X13_Y7,Reln,3
X13_Y7,Rorb,12
X13_Y7,Rprml,6
X13_Y7,Spon1,14
X13_Y7,Sstr1,16
X13_Y7,Tgtp1,1
X13_Y7,Thsd7a,2
X13_Y7,Tmem163,4
X13_Y7,Vwc2,2
X13_Y7,Zdhhc12,2
X13_Y7,Zfp804b,1
X13_Y7,Zfpm2,2
X13_Y7,invalid,422
X13_Y8,Adra1b,79
X13_Y8,Atp1a2,11
X13_Y8,Atp2b4,36
X13_Y8,Bcl11b,47
X13_Y8,Car2,2
X13_Y8,Car4,1
X13_Y8,Cdh9,1
X13_Y8,Chn2,4
X13_Y8,Col12a1,9
X13_Y8,Cryab,10
X13_Y8,Crym,1
X13_Y8,Cux2,13
X13_Y8,Dlx6os1,1
X13_Y8,Flt1,7
X13_Y8,Foxp2,2
X13_Y8,Gapdh,243
X13_Y8,Grin3a,12
X13_Y8,Igfbp7,1
X13_Y8,Inpp4b,2
X13_Y8,Itm2a,1
X13_Y8,Lgals1,2
X13_Y8,Luzp2,8
X13_Y8,Lypd1,5
X13_Y8,Nell1,1
X13_Y8,Npy,7
X13_Y8,Nxph1,7
X13_Y8,Pdlim1,5
X13_Y8,Penk,2
X13_Y8,Pou3f1,12
X13_Y8,Prss23,2
X13_Y8,Reln,5
X13_Y8,Rorb,9
X13_Y8,Rprml,1
X13_Y8,Spon1,24
X13_Y8,Sstr1,9
X13_Y8,Thsd7a,1
X13_Y8,Vwc2,1
X13_Y8,Zdhhc12,3
X13_Y8,Zfp804b,3
X13_Y8,Zfpm2,1
X13_Y8,invalid,659
X13_Y9,Adra1b,45
X13_Y9,Atp1a2,19
X13_Y9,Atp2b4,28
X13_Y9,Bcl11b,43
X13_Y9,Car2,2
X13_Y9,Car4,6
X13_Y9,Cdh20,3
X13_Y9,Chn2,1
X13_Y9,Col12a1,4
X13_Y9,Cryab,1
X13_Y9,Crym,6
X13_Y9,Cux2,12
X13_Y9,Flt1,9
X13_Y9,Foxp2,3
X13_Y9,Gapdh,278
X13_Y9,Grin3a,7
X13_Y9,Inpp4b,3
X13_Y9,Itm2a,1
X13_Y9,Lgals1,1
X13_Y9,Luzp2,13
X13_Y9,Lypd1,4
X13_Y9,Nek7,1
X13_Y9,Npy,2
X13_Y9,Nr4a2,5
X13_Y9,Nxph1,3
X13_Y9,Pdlim1,3
X13_Y9,Penk,4
X13_Y9,Pou3f1,13
X13_Y9,Prss23,2
X13_Y9,Reln,18
X13_Y9,Rorb,11
X13_Y9,Rprml,2
X13_Y9,Spon1,20
X13_Y9,Sstr1,9
X13_Y9,Thsd7a,3
X13_Y9,Tmem163,1
X13_Y9,Zdhhc12,4
X13_Y9,Zfp804b,1
X13_Y9,Zfpm2,1
X13_Y9,invalid,278
X14_Y0,Adra1b,14
X14_Y0,Atp1a2,12
X14_Y0,Atp2b4,1
X14_Y0,Bcl11b,3
X14_Y0,Car4,3
X14_Y0,Cdh20,1
X14_Y0,Coch,2
X14_Y0,Col12a1,7
X14_Y0,Cryab,6
X14_Y0,Cux2,1
X14_Y0,Dlx6os1,1
X14_Y0,Flt1,10
X14_Y0,Foxp2,3
X14_Y0,Gapdh,28
X14_Y0,Inpp4b,1
X14_Y0,Itm2a,1
X14_Y0,Lypd1,1
X14_Y0,Npy,3
X14_Y0,Nr4a2,2
X14_Y0,Prss23,2
X14_Y0,Reln,4
X14_Y0,Rorb,7
X14_Y0,Rprml,1
X14_Y0,Sstr1,6
X14_Y0,Thsd7a,1
X14_Y0,Zdhhc12,1
X14_Y0,invalid,220
X14_Y1,Adra1b,23
X14_Y1,Atp1a2,13
X14_Y1,Atp2b4,22
X14_Y1,Bcl11b,5
X14_Y1,Car2,2
X14_Y1,Car4,5
X14_Y1,Cdh20,1
X14_Y1,Cdh9,1
X14_Y1,Coch,4
X14_Y1,Col12a1,12
X14_Y1,Crh,2
X14_Y1,Cryab,9
X14_Y1,Crym,2
X14_Y1,Cux2,40
X14_Y1,Dlx6os1,4
X14_Y1,Flt1,14
X14_Y1,Foxp2,1
X14_Y1,Gapdh,224
X14_Y1,Grin3a,2
X14_Y1,Inpp4b,1
X14_Y1,Itm2a,2
X14_Y1,Lgals1,1
X14_Y1,Luzp2,10
X14_Y1,Lypd1,11
X14_Y1,Nek7,4
X14_Y1,Nell1,1
X14_Y1,Npy,8
X14_Y1,Nxph1,1
X14_Y1,Penk,4
X14_Y1,Pld5,3
X14_Y1,Pou3f1,2
X14_Y1,Reln,2
X14_Y1,Rorb,8
X14_Y1,Rprml,13
X14_Y1,Spon1,1
X14_Y1,Sstr1,41
X14_Y1,Thsd7a,2
X14_Y1,Vwc2,2
X14_Y1,Zdhhc12,2
X14_Y1,Zfpm2,1
X14_Y1,invalid,373
X14_Y10,Adra1b,23
X14_Y10,Atp1a2,12
X14_Y10,Atp2b4,39
X14_Y10,Bcl11b,30
X14_Y10,Car2,7
X14_Y10,Car4,2
X14_Y10,Cdh9,1
X14_Y10,Chn2,5
X14_Y10,Col12a1,1
X14_Y10,Crh,2
X14_Y10,Cryab,7
X14_Y10,Cux2,11
X14_Y10,Dlx6os1,3
X14_Y10,Flt1,10
X14_Y10,Foxp2,4
X14_Y10,Gapdh,169
X14_Y10,Grin3a,2
X14_Y10,Igfbp7,2
X14_Y10,Inpp4b,3
X14_Y10,Itm2a,4
X14_Y10,Lgals1,2
X14_Y10,Luzp2,6
X14_Y10,Lypd1,8
X14_Y10,Nell1,1
X14_Y10,Npy,10
X14_Y10,Nr4a2,9
X14_Y10,Nxph1,2
X14_Y10,Pdlim1,1
X14_Y10,Penk,2
X14_Y10,Pou3f1,4
X14_Y10,Prss23,1
X14_Y10,Reln,1
X14_Y10,Rorb,11
X14_Y10,Rprml,1
X14_Y10,Spon1,24
X14_Y10,Sstr1,10
X14_Y10,Thsd7a,2
X14_Y10,Tmem163,9
X14_Y10,Vwc2,3
X14_Y10,Zdhhc12,1
X14_Y10,Zfp804b,1
X14_Y10,Zfpm2,3
X14_Y10,invalid,519
X14_Y11,Adra1b,81
X14_Y11,Atp1a2,15
X14_Y11,Atp2b4,76
X14_Y11,Bcl11b,97
X14_Y11,Car2,5
X14_Y11,Car4,5
X14_Y11,Cdh20,1
X14_Y11,Cdh9,9
X14_Y11,Chn2,5
X14_Y11,Coch,1
X14_Y11,Col12a1,1
X14_Y11,Crh,3
X14_Y11,Cryab,10
X14_Y11,Crym,6
X14_Y11,Cux2,20
X14_Y11,Dlx6os1,8
X14_Y11,Flt1,15
X14_Y11,Foxp2,1
X14_Y11,Gapdh,467
X14_Y11,Grin3a,68
X14_Y11,Igf1,1
X14_Y11,Igfbp7,4
X14_Y11,Inpp4b,11
X14_Y11,Itm2a,4
X14_Y11,Lgals1,3
X14_Y11,Luzp2,19
X14_Y11,Lypd1,20
X14_Y11,Nek7,3
X14_Y11,Nell1,5
X14_Y11,Npy,11
X14_Y11,Nr4a2,6
X14_Y11,Nxph1,5
X14_Y11,Penk,1
X14_Y11,Pld5,2
X14_Y11,Plpp4,1
X14_Y11,Pou3f1,6
X14_Y11,Prss23,1
X14_Y11,Reln,8
X14_Y11,Rorb,54
X14_Y11,Rprml,17
X14_Y11,Spon1,49
X14_Y11,Sstr1,20
X14_Y11,Tgtp1,2
X14_Y11,Thsd7a,2
X14_Y11,Tmem163,7
X14_Y11,Vwc2,4
X14_Y11,Zdhhc12,5
X14_Y11,Zfpm2,1
X14_Y11,invalid,435
X14_Y12,Adra1b,31
X14_Y12,Atp1a2,14
X14_Y12,Atp2b4,56
X14_Y12,Bcl11b,47
X14_Y12,Car2,5
X14_Y12,Car4,3
X14_Y12,Cdh20,2
X14_Y12,Cdh9,7
X14_Y12,Chn2,2
X14_Y12,Coch,1
X14_Y12,Col12a1,2
X14_Y12,Crh,1
X14_Y12,Cryab,4
X14_Y12,Crym,7
X14_Y12,Cux2,16
X14_Y12,Dlx6os1,2
X14_Y12,Flt1,7
X14_Y12,Foxp2,1
X14_Y12,Gapdh,271
X14_Y12,Grin3a,45
X14_Y12,Igfbp7,1
X14_Y12,Inpp4b,6
X14_Y12,Itm2a,3
X14_Y12,Lgals1,5
X14_Y12,Luzp2,6
X14_Y12,Lypd1,17
X14_Y12,Nek7,3
X14_Y12,Nell1,12
X14_Y12,Npy,19
X14_Y12,Nr4a2,14
X14_Y12,Nxph1,1
X14_Y12,Pdlim1,1
X14_Y12,Penk,3
X14_Y12,Pld5,2
X14_Y12,Plpp4,1
X14_Y12,Pou3f1,2
X14_Y12,Prss23,11
X14_Y12,Reln,7
X14_Y12,Rorb,22
X14_Y12,Rprml,10
X14_Y12,Spon1,35
X14_Y12,Sstr1,12
X14_Y12,Thsd7a,3
X14_Y12,Tmem163,4
X14_Y12,Zdhhc12,2
X14_Y12,Zfpm2,2
X14_Y12,invalid,657
X14_Y13,Adra1b,39
X14_Y13,Atp1a2,22
X14_Y13,Atp2b4,44
X14_Y13,Bcl11b,89
X14_Y13,Car2,6
X14_Y13,Car4,2
X14_Y13,Cdh20,4
X14_Y13,Cdh9,14
X14_Y13,Chn2,1
X14_Y13,Coch,5
X14_Y13,Col12a1,4
X14_Y13,Crh,1
X14_Y13,Cryab,16
X14_Y13,Crym,3
X14_Y13,Cux2,26
X14_Y13,Dlx6os1,8
X14_Y13,Flt1,17
X14_Y13,Foxp2,3
X14_Y13,Gapdh,525
X14_Y13,Grin3a,49
X14_Y13,Inpp4b,18
X14_Y13,Itm2a,2
X14_Y13,Lgals1,6
X14_Y13,Luzp2,23
X14_Y13,Lypd1,8
X14_Y13,Nek7,2
X14_Y13,Nell1,6
X14_Y13,Npy,9
X14_Y13,Nr4a2,20
X14_Y13,Nxph1,5
X14_Y13,Penk,11
X14_Y13,Pld5,4
X14_Y13,Plpp4,3
X14_Y13,Pou3f1,5
X14_Y13,Prss23,10
X14_Y13,Reln,7
X14_Y13,Rorb,52
X14_Y13,Rprml,16
X14_Y13,Spon1,19
X14_Y13,Sstr1,16
X14_Y13,Thsd7a,3
X14_Y13,Tmem163,9
X14_Y13,Vwc2,2
X14_Y13,Zdhhc12,2
X14_Y13,Zfpm2,1
X14_Y13,invalid,473
X14_Y14,Adra1b,34
X14_Y14,Atp1a2,21
X14_Y14,Atp2b4,14
X14_Y14,Bcl11b,45
X14_Y14,Car2,10
X14_Y14,Car4,4
X14_Y14,Cdh20,3
X14_Y14,Cdh9,9
X14_Y14,Chn2,2
X14_Y14,Coch,6
X14_Y14,Col12a1,1
X14_Y14,Cryab,9
X14_Y14,Crym,3
X14_Y14,Cux2,23
X14_Y14,Dlx6os1,2
X14_Y14,Flt1,13
X14_Y14,Gapdh,214
X14_Y14,Grin3a,18
X14_Y14,Igfbp7,5
X14_Y14,Inpp4b,18
X14_Y14,Itm2a,1
X14_Y14,Lgals1,5
X14_Y14,Luzp2,9
X14_Y14,Lypd1,2
X14_Y14,Nek7,1
X14_Y14,Npy,11
X14_Y14,Nxph1,4
X14_Y14,Pdlim1,1
X14_Y14,Penk,15
X14_Y14,Pld5,1
X14_Y14,Plpp4,1
X14_Y14,Pou3f1,4
X14_Y14,Prss23,4
X14_Y14,Reln,4
X14_Y14,Rorb,10
X14_Y14,Rprml,9
X14_Y14,Spon1,7
X14_Y14,Sstr1,17
X14_Y14,Tmem163,1
X14_Y14,Zfp804b,1
X14_Y14,invalid,993
X14_Y15,Adra1b,85
X14_Y15,Atp1a2,43
X14_Y15,Atp2b4,7
X14_Y15,Bcl11b,66
X14_Y15,Car2,9
X14_Y15,Car4,7
X14_Y15,Cdh20,3
X14_Y15,Cdh9,29
X14_Y15,Chn2,6
X14_Y15,Coch,6
X14_Y15,Col12a1,6
X14_Y15,Crh,3
X14_Y15,Cryab,24
X14_Y15,Crym,2
X14_Y15,Cux2,15
X14_Y15,Dlx6os1,8
X14_Y15,Flt1,12
X14_Y15,Foxp2,5
X14_Y15,Gapdh,370
X14_Y15,Grin3a,23
X14_Y15,Igf1,2
X14_Y15,Igfbp7,4
X14_Y15,Inpp4b,16
X14_Y15,Itm2a,3
X14_Y15,Lgals1,3
X14_Y15,Luzp2,14
X14_Y15,Lypd1,19
X14_Y15,Nek7,2
X14_Y15,Nell1,1
X14_Y15,Npy,8
X14_Y15,Nr4a2,4
X14_Y15,Nxph1,3
X14_Y15,Pdlim1,1
X14_Y15,Penk,52
X14_Y15,Pld5,2
X14_Y15,Plpp4,1
X14_Y15,Pou3f1,10
X14_Y15,Prss23,5
X14_Y15,Reln,9
X14_Y15,Rorb,25
X14_Y15,Rprml,16
X14_Y15,Spon1,2
X14_Y15,Sstr1,20
X14_Y15,Tgtp1,1
X14_Y15,Thsd7a,2
X14_Y15,Tmem163,2
X14_Y15,Zdhhc12,2
X14_Y15,Zfpm2,1
X14_Y15,invalid,611
X14_Y16,Adra1b,4
X14_Y16,Atp1a2,21
X14_Y16,Atp2b4,1
X14_Y16,Bcl11b,1
X14_Y16,Car4,1
X14_Y16,Coch,1
X14_Y16,Col12a1,1
X14_Y16,Cryab,10
X14_Y16,Cux2,1
X14_Y16,Flt1,6
X14_Y16,Foxp2,4
X14_Y16,Gapdh,27
X14_Y16,Grin3a,1
X14_Y16,Igfbp7,1
X14_Y16,Itm2a,2
X14_Y16,Lgals1,3
X14_Y16,Nek7,3
X14_Y16,Npy,1
X14_Y16,Penk,3
X14_Y16,Prss23,2
X14_Y16,Reln,3
X14_Y16,Rorb,2
X14_Y16,Rprml,1
X14_Y16,Sstr1,4
X14_Y16,Tgtp1,2
X14_Y16,Thsd7a,1
X14_Y16,Tmem163,1
X14_Y16,invalid,126
X14_Y2,Adra1b,26
X14_Y2,Atp1a2,5
X14_Y2,Atp2b4,9
X14_Y2,Bcl11b,22
X14_Y2,Car2,1
X14_Y2,Car4,4
X14_Y2,Cdh9,3
X14_Y2,Chn2,2
X14_Y2,Coch,2
X14_Y2,Col12a1,2
X14_Y2,Crh,1
X14_Y2,Cryab,5
X14_Y2,Crym,2
X14_Y2,Cux2,11
X14_Y2,Flt1,7
X14_Y2,Foxp2,3
X14_Y2,Gapdh,148
X14_Y2,Grin3a,13
X14_Y2,Igfbp7,1
X14_Y2,Inpp4b,1
